,id,zip,file name,entry,Description,CPV,URI
192,192,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_4.atom,343,"Servicio de mantenimiento, revisiones y/o reparaciones y su envío, por parte del adjudicatario, al Centro Español de Metrología-CEM, de dos equipos etilómetros evidenciales portátiles infrarrojos modelos Saf'ir Evolution adscritos a la Policía Local.",['50413000.0'],https://contrataciondelestado.es/wps/wcm/connect/98c9d4bb-96f6-437f-a924-b243807dfeea/DOC20181011131515Comunicacion+Inicio.pdf?MOD=AJPERES
193,193,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_3.atom,455,"Traducción de castellano a valenciano y de valenciano a castellano. En cualquier caso, como mínimo, la presentación de los trabajos de traducción se realizará en formato PDF. El plazo máximo de entrega serán 4 días laborables a contar desde el día siguiente de la petición y el plazo de entrega en los trabajos urgentes será de 24 horas.
  
",['79530000.0'],https://contrataciondelestado.es/wps/wcm/connect/72b4419a-ff38-4eec-879e-5cffc548c5a0/DOC20180604132055Memoria+justificativa.PDF?MOD=AJPERES
194,194,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_3.atom,415,"Servicio para la organización del I Campeonato internacional de patinaje sobre hielo sintético Alconchel-Alqueva, en el marco del proyecto de cooperación transfronteriza interreg V-A ""Rutas y Desarrollo cultural del Lago Alqueva"".",['92600000.0'],https://contrataciondelestado.es/wps/wcm/connect/5ad9573e-5a07-4e6e-a419-cc0f1df18e70/DOC20181106133427PCAP.pdf?MOD=AJPERES
195,195,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_3.atom,338,"Suministro de equipamiento para la mejora cualitativa de la orientación deportiva y de mapas para el desarrollo de pruebas de orientación para los términos municipales de Olivenza, Alconchel y Villanueva del Fresno dentro del Proyecto de cooperación transfronteriza ""Rutas y desarrollo cultural del Lago Alqueva"".","['[22114300, 31711300]']",https://contrataciondelestado.es/wps/wcm/connect/245db492-c43f-4819-9d01-b18e9c996dd4/DOC20181105151545PCAP.pdf?MOD=AJPERES
197,197,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_2.atom,380,"Adquisición de 1 Centrífuga rotor de sobremesa que permita a los usuarios centrifugar con seguridad y fiabilidad tubos de 15 y 50 ml para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER
",['42931100.0'],https://contrataciondelestado.es/wps/wcm/connect/ee8efd36-cba5-4c18-ae8c-dfb1358d54f4/DOC20181102094324Memoria+Justificativa+Contratos+Menores+NCB2.pdf?MOD=AJPERES
198,198,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_2.atom,223,"Adquisición de 3 Juegos de Pipetas autoclavables de volumen variable, 0,5-10ul; 10-100ul y 100-1000ul, que permita trabajar a los usuarios de forma ergonómica, asegurando precisión y exactitud en el pipeteo y sobretodo que garantice la seguridad para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER",['38437000.0'],https://contrataciondelestado.es/wps/wcm/connect/461f3683-8fd6-4c26-a84a-32beb00a48a0/DOC20181102101301Memoria+Justificativa+Contratos+Menores+NCB2.pdf?MOD=AJPERES
199,199,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_2.atom,181,"Adquisición de 2 Vórtex que permitan a los usuarios la mezcla de pequeños volúmenes para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER",['38436100.0'],https://contrataciondelestado.es/wps/wcm/connect/1c6c6b56-a96a-4f03-b4c8-12efa0d1910a/DOC20181102114419Memoria+Justificativa+Contratos+Menores+NCB2.pdf?MOD=AJPERES
200,200,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_2.atom,167,"Adquisición de 1 Congelador-80ºC vertical que permita preservar con seguridad el mantenimiento de material biológico utilizado en dicho laboratorio, células y virus, así como de cualquier medio o reactivo que requiera ser mantenido a muy bajas temperaturas para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER",['39711120.0'],https://contrataciondelestado.es/wps/wcm/connect/6dd079cf-8d61-4c50-949f-49c72266afa7/DOC20181102130545Memoria+Justificativa+Contratos+Menores+NCB2.pdf?MOD=AJPERES
201,201,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_2.atom,158,"Adquisición de 1 Congelador-20ºC bajo-mesa que permita mantener en condiciones óptimas y seguras todos aquellos reactivos y medios de laboratorio que requieran de una temperatura de mantenimiento de -20ºC para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER
",['39711120.0'],https://contrataciondelestado.es/wps/wcm/connect/2055c1f5-3b77-496a-be1b-cd7ab48b0112/DOC20181102133117Memoria+Justificativa+Contratos+Menores+NCB2.pdf?MOD=AJPERES
202,202,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_2.atom,154,"Adquisición de 1 Nevera que permita mantener en condiciones óptimas y seguras todos aquellos reactivos y medios de laboratorio que requieran de una temperatura de mantenimiento de +4ºC para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER",['39711120.0'],https://contrataciondelestado.es/wps/wcm/connect/dd757a4a-28f9-4bee-9eb8-a595418576b8/DOC20181102134958Memoria+Justificativa+Contratos+Menores+NCB2.pdf?MOD=AJPERES
203,203,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_2.atom,152,"Adquisición de equipamiento científico de 1 ordenador para microscopio con pantalla para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER","['[30000000, 30213300]']",https://contrataciondelestado.es/wps/wcm/connect/af28e0e6-b3a0-4e21-92bd-ff268ef3e9df/DOC20181102104259Memoria+Justificativa+Contrato+Menor+NCB2.pdf?MOD=AJPERES
204,204,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_1.atom,410,"Servicio de diseño, producción, montaje y desmontaje de la escenografía necesaria para las galas de Inauguración, Clausura y galas intermedias que se celebrarán en el Teatro Lope de Vega con motivo de la XV edición del Festival de Cine Europeo de Sevilla del 9 al 17 de noviembre de 2018.",['79930000.0'],https://contrataciondelestado.es/wps/wcm/connect/507213a2-2ad2-49f3-af9e-b8b2930a3d38/DOC20181022150312Condiciones+Administrativas.pdf?MOD=AJPERES
205,205,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922.atom,22,"Servicio de vigilancia del Casino de la Exposición con motivo de las actividades que se desarrollarán en el mismo con ocasión de la celebración de la XV Edición del Festival de Cine Europeo de Sevilla, que tendrá lugar del 9 al 17 de noviembre de 2018, para lo cual se requiere un vigilante de seguridad sin arma para un total de 289 horas de servicio.
",['98341140.0'],https://contrataciondelestado.es/wps/wcm/connect/fda0ffe9-b930-45cd-9aa0-25ac8f03f2a1/DOC20181022144553Condiciones+admvas+servicio+vigilancia+casino+fdo.pdf?MOD=AJPERES
206,206,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_43.atom,464,"Suministro de materiales con destino a la instalación de un sistema de agua en jardín con destino a la Escuela Taller “Ciudad de Caspe XI”, partida “Acondicionamiento Claustro y jardín Convento San Agustín”",['44161600.0'],https://contrataciondelestado.es/wps/wcm/connect/1bd78b58-1654-4d80-820b-39962281596f/DOC20181106115749clausulas+administrativas+sistema++de+agua+e+taller.pdf?MOD=AJPERES
207,207,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_43.atom,318,"debido a las fuertes lluvias ocurridas en enero y marzo de 2017 se han desprendido acequias, aterrando el colector de la calle eduardo lopez palop lo que ha producido que se estreche y que quede casi inutilizado.",['45232121.0'],https://contrataciondelestado.es/wps/wcm/connect/64be9676-e7f3-4849-8b8e-2cdd69d0eece/DOC20181128100849R806.pdf?MOD=AJPERES
210,210,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_39.atom,307,"Las obras para la reforma de la planta baja del inmueble situado en la Calle Mestre Cardona nº 31, el cual forma parte del conjunto conocido como ""Casetes dels Mestres"", llevando a cabo las actuaciones necesarias para acondicionar los espacios interiores del inmueble en planta baja.","['[45400000, 45210000]']",https://contrataciondelestado.es/wps/wcm/connect/86917523-6114-453a-99c7-d9b8019af5c4/DOC20181114123622InformeTecnico.pdf?MOD=AJPERES
211,211,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_37.atom,438,"Dirección de Ejecución y Coordinación de Seguridad y Salud del expediente de las obras de ""Rehabilitación Integral de las viviendas 2432 y 2433, en Zona 11, del Poblado Naval de Rota, en el Puerto de Santa María, Cádiz"" ",['71221000.0'],https://contrataciondelestado.es/wps/wcm/connect/4d07037c-57ac-4dfc-b7c1-4d964145b3e4/DOC20181022122841201800000421_PCAP_NOTA_INFORMATIVA.pdf?MOD=AJPERES
212,212,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_33.atom,497,"Adquisición de 2 Pipetus (pipeteador automático) que permita pipetear volúmenes mayores a los obtenidos con las pipetas citadas anteriormente, volúmenes mayores de 1 ml hasta 50 ml, asegurando pipetear al usuario con fiabilidad, exactitud y seguridad para laboratorio con Nivel de Contención Biológica 2 del Instituto de Neurociencias-Universidad Miguel Hernández. El equipamiento será adquirido gracias a las ayudas Científico-Técnicas UMHE15-EE-3244 concedidas por el Ministerio de Economía, Industria y Competitividad-FEDER","['[38437100, 38437000]']",https://contrataciondelestado.es/wps/wcm/connect/201ff0e0-34c1-40f5-ad9a-355004a5242a/DOC20181121144710Anexo+Memoria+Justificativa_firmada.pdf?MOD=AJPERES
213,213,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_30.atom,84,"Servicio de Desratización, Desinsectación y Desinfección de las Instalaciones del INVIED no incluidas en el acuerdo marco de limpieza (C/ Isaac Peral 220, C/ Alejandro Dumas 11 y C/ Cartagena 15) año 2019.",['90670000.0'],https://contrataciondelestado.es/wps/wcm/connect/20485f55-f39f-4676-9b8e-c770af185234/DOC20181105095535201800000419+NOTA+INFORMATIVA.pdf?MOD=AJPERES
214,214,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_28.atom,459,"Dirección de Ejecución de obra, Informe del Plan de Seguridad y Salud y Coordinación de Seguridad y Salud de las Obras de Rehabilitación de Fachada de edificio, Elementos Comunes y Casetones, sito en Avda. General Astilleros nº. 91 y 97, en Melilla""",['71221000.0'],https://contrataciondelestado.es/wps/wcm/connect/580742e4-5db6-4ae3-b4f3-133e8ec7b99c/DOC20181112101506201800000476_NOTA_INFORMATIVA.pdf?MOD=AJPERES
215,215,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_28.atom,245,"Servicio de mantenimiento de los reguladores utilizados por el personal de buceo, así como el de los compresores de llenado de las botellas de aire respirable para el Servicio de Prevención, Extinción de Incendios y Salvamento.","['[42123400, 37412230]']",https://contrataciondelestado.es/wps/wcm/connect/2281831f-c76a-49cc-8123-b80538159719/DOC20181008084353Comunicacion+de+inicio.pdf?MOD=AJPERES
216,216,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_27.atom,191,"Servicio de mantenimiento preventivo y correctivo del sistema móvil de lectura de matrículas (MULTACAR), instalado en el vehículo de disciplina vial, marca Renault modelo Megane, matrícula 1512HNC para la Policía Local para el ejercicio 2019.",['30233000.0'],https://contrataciondelestado.es/wps/wcm/connect/8d61e4a1-fae2-4e6a-be4f-f4fdcd51a795/DOC20181009091444Comunicacion+de+inicio+de+expediente.pdf?MOD=AJPERES
217,217,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_25.atom,52,"Contratación de un estudio de viabilidad económico-financiera para la explotación del servicio de Transporte Colectivo Urbano de Viajeros; así como asistencia técnica, hasta la adjudicación del contrato, si se optase por esta forma de gestión.","['[79300000, 79314000, 79000000, 79310000]']",https://contrataciondelestado.es/wps/wcm/connect/e30dfca0-1c05-4642-85e9-1a91da8e95b5/DOC20181029120518Memoria+Transporte+Urbano_menor.pdf?MOD=AJPERES
219,219,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_24.atom,121,"Servicio de gestión por entidad colaboradora de las subvenciones municipales a ONG para la realización de proyectos de cooperación al desarrollo y para la realización de proyectos de sensibilización social . Convocatoria 2018
",['75130000.0'],https://contrataciondelestado.es/wps/wcm/connect/828fa900-5492-4c2d-8e44-61d251fe7ab4/DOC20181102104532DECRETO+COLABORACION+XESTION+SUBVENCION+ONG.pdf?MOD=AJPERES
221,221,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_22.atom,210,"Servicio de desinfección, desinsectación, desratización y prevención y control de la legionelosis en la Dirección Provincial de la Tesorería General de la Seguridad Social y locales dependientes durante el ejercicio 2019.","['[90921000, 90923000, 90922000]']",https://contrataciondelestado.es/wps/wcm/connect/7c72d7cd-62be-468f-9dd8-1181e918027e/DOC2018101910073946IS0112019+004+DOCUMENTO+DESCRIPTIVO.pdf?MOD=AJPERES
222,222,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_21.atom,66,"Dirección de Ejecución y Coordinación de Seguridad y Salud de obra las ""Obras de refuerzo estructural de cimentación de los edificios 2539 y 2542, Zona 11, en el Poblado Naval de Rota, El Puerto de Santa María, Cádiz""",['71221000.0'],https://contrataciondelestado.es/wps/wcm/connect/fdf52ab6-0440-4424-83b4-b5a7128f0654/DOC20181112140417201800000339_NOTA_INFORMATIVA.pdf?MOD=AJPERES
223,223,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_19.atom,336,"Redacción del Proyecto y Estudio de Seguridad y Salud titulado: Reparación de cubierta por filtraciones y adecuación de fachada para evitar desprendimientos y humedades en edificio sito en C/ General Palafox, en Badajoz"".",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/dc67aa60-1f37-4d89-bec3-efc1869985ce/DOC20181106100040201800000393_PCAP.pdf?MOD=AJPERES
224,224,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_19.atom,310,"Informe del Plan de Seguridad y Salud y Coordinación de Seguridad y Salud de las ""Obras de Impermeabilización en Cubierta y reparaciones diversas interiores, por filtraciones de agua, en Local Comercial sito en Paseo Colón Nº 11-13, en Ceuta""",['71221000.0'],https://contrataciondelestado.es/wps/wcm/connect/b00cd941-1871-4f45-935a-f7e3ad3af5b4/DOC20181112134509201800000429_PCAP.pdf?MOD=AJPERES
225,225,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_19.atom,265,"Dirección de Ejecución y Coordinación de Seguridad y Salud del Expediente de ""Obras de sustitución de cubiertas en edificios de la C/ General Rubín núms. 8, 10, 12, 14, 16, 20, 24, 26, 28 y 30,  y Avda. Fernández Ladrera núms: 36, 38 y 40, en Pontevedra. ",['71221000.0'],https://contrataciondelestado.es/wps/wcm/connect/e044327e-6198-45be-b067-0bd34888c123/DOC20181106115139201800000455_NOTA_INFORMATIVA.pdf?MOD=AJPERES
226,226,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_16.atom,299,Contrato de servicios para la elaboración de la creatividad gráfica y audiovisual para el desenvolvimiento de una campaña de promoción del comercio local para la Navidad 2018/2019 PROYECTO COFINANCIADO CON UN 80% DE FONDOS FERDER EN EL MARCO DEL POCS 2014/2020,"['[98300000, 92400000, 98000000, 22900000, 79900000]']",https://contrataciondelestado.es/wps/wcm/connect/872e9358-8d07-4d65-8c5c-f6a21595409e/DOC20181123150057INFORME+TECNICO.pdf?MOD=AJPERES
227,227,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_16.atom,130,"Contratacion de una empresa para el suministro de tablet, dirigido a las personas participantes en la fase de formación y mentoring del proyecto depoEmprende 2017, cofinanciado por el Fondo Social Europeo, a través de la Fundación Incyde",['30200000.0'],https://contrataciondelestado.es/wps/wcm/connect/c3bf49a3-783b-4719-bf5b-b1d0a21f8a2f/DOC20181105111728Pliegos+c+economico+administrativas.pdf?MOD=AJPERES
228,228,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_10.atom,397,"Suministro consistente en el arrendamiento sin opción de compra, mediante la modalidad de pago por página, de impresoras y equipos multifunción para la Agencia Tributaria de Sevilla durante el ejercicio 2018.","['[30232110, 30120000]']",https://contrataciondelestado.es/wps/wcm/connect/7bc3e298-e854-4618-bec5-001002ba77f3/DOC20181218114128Condiciones.pdf?MOD=AJPERES
230,230,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_8.atom,364,"Dirección de Ejecución y Coordinación de Seguridad y Salud de las ""Obras de Conservación y Mantenimiento para sustituir la Carpintería Exterior de  viviendas, en el Poblado Naval de Rota, El Puerto de Santa María, Cádiz""",['71221000.0'],https://contrataciondelestado.es/wps/wcm/connect/03634901-2cf7-477f-9b97-8fae3e02e990/DOC20181113122533201800000354_NOTA_INFORMATIVA.pdf?MOD=AJPERES
231,231,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_7.atom,375,"El objeto del presente contrato es la contratación de los servicios de gestión de viaje que abarcan la planificación de viajes, desplazamientos nacionales, alojamiento, manutención, coordinación y asistencia para ponentes que participen en la “Jornada sobre uso del tiempo y cuidado desde una perspectiva de género” y la “Jornada sobre mujeres intelectuales y artistas de la Generación del 14 y 17”, que organizan la Delegación de Igualdad, Juventud y Relaciones con la Comunidad  Universitaria con motivo de la celebración del III Ciclo del Otoño Feminista 2018.",['63516000.0'],https://contrataciondelestado.es/wps/wcm/connect/85898dde-3192-436f-a4eb-6c8b81bef192/DOC2018092113450200-Pliego+clausulas_administrativas.pdf?MOD=AJPERES
233,233,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_5.atom,149,"Difusión de la campaña publicitaria de navidad 2018/2019 del comercio local de Lalín , proyecto cofinanciado en un 80% con fondos FENDER en el marco del programa operativo de desarrollo sostenible(POCS)2014/2020","['[79990000, 98000000, 92000000, 79994000, 22900000]']",https://contrataciondelestado.es/wps/wcm/connect/861cc825-cae2-47d8-97c9-1fc75df87c00/DOC20181211172508CONDICIONES+ESPECIALES+CONTRATOS+MENORES.pdf?MOD=AJPERES
234,234,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_2.atom,134,"contrato del servicio y de asistencia técnica para la “redacción de proyecto de obras de de adecuación, renovación y ampliación de la señalización de los recursos turísticos de las rutas BTT de la Vall del Pop y de adecuación, renovación y ampliación de los senderos y de la señalización de los senderos de la Vall del Pop, así como su dirección de obras, seguimiento de control de calidad y coordinación de seguridad y salud en las obras” ",['71000000.0'],https://contrataciondelestado.es/wps/wcm/connect/08d89c60-f8fe-4699-b801-2f740913d544/DOC2018122213302403+PCAP+contrato+servicios+proyecto+BTT+y+senderos.pdf?MOD=AJPERES
237,237,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_191152_1.atom,91,Expte.4178/18.- Servicio transportes.- Servicio de sostenimiento del material móvil y aparatos de media y comprobación con que cuenta la estación de inspección técnica de vehículos del Parque de Automóviles número 2 en Ferrol.,['50100000.0'],https://contrataciondelestado.es/wps/wcm/connect/818adba3-e0bf-4be9-b17e-506ea15dc3fd/DOC20181205124500FAS-21047912.PDF?MOD=AJPERES
238,238,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_231213_50.atom,351,Transporte y manutención en ruta de los participantes extremeños que representan a las selecciones deportivas autonomicas en los Campeonatos de España escolares de balonmano y baloncesto a celebrar en enero de 2019.,['60140000.0'],https://contrataciondelestado.es/wps/wcm/connect/833180d5-7a87-4134-83ad-2a5d37645dbf/DOC20181214121654PCAP.pdf?MOD=AJPERES
239,239,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_231213_49.atom,408,"Servicios de desarrollo informático para la creación de 10 nuevas tiendas, así como para la realización de los desarrollos y tareas relacionadas con el mantenimiento evolutivo de la Plataforma ecommerce Córdoba shopping para el Instituto Provincial de Desarrollo Económico ",['72500000.0'],https://contrataciondelestado.es/wps/wcm/connect/5cc263eb-8fc0-4e18-b41d-63e17ea043a7/DOC20181204084257Caracteristicas+Tecnicas.pdf?MOD=AJPERES
240,240,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_231213_49.atom,391,"Servicios de formación para la adhesión de 10 nuevas tiendas, así como la asistencia técnica para 20 empresas ya adheridas, mejoras en posicionamiento del portal y acciones de marketing digital de la Plataforma ecommerce Córdoba Shopping","['[79342000, 80500000]']",https://contrataciondelestado.es/wps/wcm/connect/a5d8fe15-bf20-4471-a297-15802b3ef69b/DOC20181214092752Caracteristicas+Tecnicas.pdf?MOD=AJPERES
242,242,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_231213_47.atom,118,Servicio de grúa para los trabajos de apoyo al mantenimiento preventivo y correctivo en las Estaciones de Bombeo de Aguas Residuales (EBAR’s) y otras instalaciones o servicios de SERCOMOSA. Número expediente 0038-18CPSE,['45510000.0'],https://contrataciondelestado.es/wps/wcm/connect/774fcb56-17d3-4a0a-9556-6073c0611dfe/DOC20181113072046DocumentAdminist_gruas_Exp_0038-18CPSEsigned.pdf?MOD=AJPERES
243,243,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_231213_46.atom,112,"Servicio para la emisión de un certificado previo a la ejecución de las obras de retirada de las placas de fibrocemento para la instalación de energía solar fotovoltaica en las naves de RENFE, cofinanciadas por la Unión Europea con cargo al Fondo Europeo de Desarrollo Regional, dentro del programa para el desarrollo energético sostenible de Andalucía en el período 2017-2010
",['79132000.0'],https://contrataciondelestado.es/wps/wcm/connect/af96cf0c-b4fc-4dd9-93f5-24f583e3c92d/DOC20181119120422PCAP+firmado.pdf?MOD=AJPERES
245,245,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_231213_45.atom,234,"Renovación del servicio de mantenimiento del servidor (equipo hardware) SUN SPARC M3000. Modelo SEWPABA1Z, Nº serie PX61005173 del Centro de Procesamiento de Datos sito en la Sede Central de Unión de Mutuas, M.C.S.S. nº 267.","['[30210000, 50312000]']",https://contrataciondelestado.es/wps/wcm/connect/582990b5-068b-41fd-bc24-1857dd25f6ea/DOC20181203103231PCAP+y+PTP.pdf?MOD=AJPERES
246,246,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_41.atom,378,Contrato de suministro en régimen de alquiler temporal e instalación de los equipos de sonido necesarios para llevar a cabo la Ceremonia de entrega de premios de la Academia de Cine Europeo que tendrá lugar el 15 de diciembre en el Teatro de la Maestranza.,['51310000.0'],https://contrataciondelestado.es/wps/wcm/connect/9f3f052b-2aa6-4fa9-b84e-a01a3c6b569d/DOC20180917123529PCAP.pdf?MOD=AJPERES
247,247,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_35.atom,297,"Servicio de asesoramiento en el procedimiento de contratación relativo a un prototipo destinado al calentamiento de agua de cocción de corcho asociado a una industria corchera en el Instituto del Corcho, la Madera y el Carbón Vegetal del CICYTEX",['79411000.0'],https://contrataciondelestado.es/wps/wcm/connect/80e93d0d-3cfb-46a7-849e-7953f79d86dc/DOC20181213121827PCAP+SV-007+19+IC.pdf?MOD=AJPERES
248,248,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_33.atom,499,"Suministro e Instalación de Calentadores de Agua, Calderas de Condensación, Calderas de Gasóleo y Acumuladores, en viviendas del INVIED, de las Áreas de Patrimonio de Valladolid, León, Pontevedra, Ferrol, Oviedo, San Sebastián, Burgos y Pamplona. (2019)","['[39715000, 42160000]']",https://contrataciondelestado.es/wps/wcm/connect/396bab07-b85f-4aab-be9b-85139ef0aa7f/DOC20181203103738201800000520_PCAP.pdf?MOD=AJPERES
251,251,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_29.atom,362,"Servicio de guías oficiales de turismo para la realización de las visitas guiadas que la entidad debe organizar para la promoción turística de la ciudad de Sevilla.
La ejecución del contrato se ajustará a lo dispuesto en el Pliego de Prescripciones Técnicas.
",['63514000.0'],https://contrataciondelestado.es/wps/wcm/connect/e2c5ba11-4ad4-433d-8075-ec79ebd5f4a8/DOC2018120709591304+PCAP+SERVICIOS+CONTRATOS+MENORES.pdf?MOD=AJPERES
252,252,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_24.atom,35,"Contratación de servicio de emisión de certificado de comportamiento energético y auditoría energética del estado actual de los edificios referidos, redacción de proyecto de sustitución de carpintería exterior incluso estudio de seguridad y salud de los CEIPS Blas Infante y Maria Zambrano cofinanciado por el Fondo Europeo de Desarrollo Regional en el marco del programa operativo de crecimiento sostenible 2014-2020

","['[71221000, 71242000]']",https://contrataciondelestado.es/wps/wcm/connect/5edd43bd-a71e-4569-b25a-9d4047ac8a3f/DOC20180709134334PCAP.pdf?MOD=AJPERES
253,253,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_19.atom,112," REPARACIÓN DE FACHADAS Y CARPINTERÍA DE SINDICATURA DE COMPTES DE LA COMUNITAT VALENCIANA (calles Sant Vicent Màrtir y Pescateria), es la Redacción del Proyecto Básico y de Ejecución, la Dirección Facultativa de las obras por parte de Arquitecto y Arquitecto técnico, Redacción de Estudio Básico de Seguridad y Salud, Redacción de Estudio de Gestión de Residuos de la construcción y Gestiones ",['71000000.0'],https://contrataciondelestado.es/wps/wcm/connect/61175220-14ba-49c0-8568-fe490420bce5/DOC20181220133511Pliego+Administrativas+firmado.pdf?MOD=AJPERES
