,zip,file name,entry,Description,CPV,URI,processed_description,lowercase_description
68,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_11.atom,273,"Asistencia técnica para la redacción del proyecto ""Acondicionamiento del sendero del río Deva (afluente del Miño) entre el área recreativa de San Juan y el área de baño de Barcia-Mouretán, en el ayuntamiento de Arbo, incluido en el proyecto Visit Rio Minho, cofinanciado en un 75% con fondos Feder en el marco del Poctep 2014-2020-Interreg-VA",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/71c44134-c0f9-4b51-8655-61888da5ca0d/DOC20180730195127Informe+Proposta+Arbo.pdf?MOD=AJPERES,asistencia técnico redacción proyecto   acondicionamiento sendero río deva   afluente miño   área recreativo san juan áreo baño barciamouretán   ayuntamiento arbo   incluido proyecto visit rio minho   cofinanciado    fondo feder marco poctep interregva,"asistencia técnica para la redacción del proyecto ""acondicionamiento del sendero del río deva (afluente del miño) entre el área recreativa de san juan y el área de baño de barcia-mouretán, en el ayuntamiento de arbo, incluido en el proyecto visit rio minho, cofinanciado en un 75% con fondos feder en el marco del poctep 2014-2020-interreg-va"
69,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_8.atom,452,"Servicio de asistencia a la Tesorería Municipal en la investigación, comprobación y reclamación de los importes derivados de la aplicación de la tasa por utilización privativa o aprovechamiento especial del dominio público local a favor de empresas explotadoras de servicios o suministros de interés general",['66600000.0'],https://contrataciondelestado.es/wps/wcm/connect/284dd6e7-f69b-4f74-bee5-6e60170eca8f/DOC20180703130946DECRETO+20181797+Resolucion+Alcaldia+Servicio+asistencia+Tesoreria+municipal.pdf?MOD=AJPERES,servicio asistencia tesoreer municipal investigación   comprobación reclamación import derivado aplicación tasar utilización privativo aprovechamiento especial dominio público local favor empresa explotadora servicio suministro interés general,"servicio de asistencia a la tesorería municipal en la investigación, comprobación y reclamación de los importes derivados de la aplicación de la tasa por utilización privativa o aprovechamiento especial del dominio público local a favor de empresas explotadoras de servicios o suministros de interés general"
70,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_8.atom,343,"Servicio de reparaciones urgentes en el Sistema de Protección contra Incendios existente en las instalaciones de titularidad de la Gerencia de Urbanismo, consistentes en carga y retimbrado de extintores, así como reparación de las bocas de incendio equipadas (BIEs)",['50413200.0'],https://contrataciondelestado.es/wps/wcm/connect/54925a7d-ae89-46e4-a1dd-fd7c1a08508b/DOC20180802122604Memoria+justificativa.pdf?MOD=AJPERES,servicio reparación urgente sistema protección incendio existente instalación titularidad gerencia urbanismo   consistente carga retimbrado extintor   así reparación boca incendio equipado   bi,"servicio de reparaciones urgentes en el sistema de protección contra incendios existente en las instalaciones de titularidad de la gerencia de urbanismo, consistentes en carga y retimbrado de extintores, así como reparación de las bocas de incendio equipadas (bies)"
71,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_8.atom,308,"Asistencia técnica para la redacción del proyecto de ""Acondicionamiento del sendero de los pescadores en el río Miño, en el tramo Pousa-Cequeliños"" del ayuntamiento de Crecente, incluido en el proyecto Visit Río Minho, cofinanciado en un 75% con fondos Feder en el marco del Poctep 2014-2020-Interreg-VA.",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/82bb8a1d-8a9a-4839-a5ee-b44bf0a30042/DOC20180730134131PLIEGO+ECON+ADM.pdf?MOD=AJPERES,asistencia técnico redacción proyecto   acondicionamiento sendero pescador río miño   tramo pousacequeliño   ayuntamiento crecente   incluido proyecto visit río minho   cofinanciado    fondo feder marco poctep interregva,"asistencia técnica para la redacción del proyecto de ""acondicionamiento del sendero de los pescadores en el río miño, en el tramo pousa-cequeliños"" del ayuntamiento de crecente, incluido en el proyecto visit río minho, cofinanciado en un 75% con fondos feder en el marco del poctep 2014-2020-interreg-va."
72,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_7.atom,338,"Servicio de Impresión de 1200 ejemplares de la Revista Española de la Función Consultiva Nº 27, con arreglo a las características técnicas del documento que se anexa como ""Características Técnicas del Contrato""",['79810000.0'],https://contrataciondelestado.es/wps/wcm/connect/17719071-3394-43cd-b2aa-e6909e848949/DOC20180911134841CaracteristicasTecnicasDelContratoMenor.pdf?MOD=AJPERES,servicio impresión   ejemplar revista español función consultivo n    arreglo característica técnico documento anexo   característica técnico contrato,"servicio de impresión de 1200 ejemplares de la revista española de la función consultiva nº 27, con arreglo a las características técnicas del documento que se anexa como ""características técnicas del contrato"""
73,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_4.atom,142,"Levantamiento topográfico para documentar la situación real de las redes de saneamiento y abastecimiento de agua para ser decepcionadas por la compañía de aguas de las zonas 9, 10 y 11 del Poblado Naval de Rota, en el Puerto de Santa María (Cádiz).",['71351810.0'],https://contrataciondelestado.es/wps/wcm/connect/d7fd176c-3de1-4b53-ba43-aa63c0df5fc4/DOC20180829112540201800000327_PCAP.pdf?MOD=AJPERES,levantamiento topográfico documentar situación real red saneamiento abastecimiento agua ser decepcionado compañía agua zona      poblado naval roto   puerto santa maría   cádiz  ,"levantamiento topográfico para documentar la situación real de las redes de saneamiento y abastecimiento de agua para ser decepcionadas por la compañía de aguas de las zonas 9, 10 y 11 del poblado naval de rota, en el puerto de santa maría (cádiz)."
74,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_37.atom,318,"Urbanizar tramo urbano en Bielsa, confluencia entre calles Barrosa y Sorripas, el pavimento, y las redes de saneamiento y abastecimiento ya obsoletos en zona de 170 m2, incluyendo canalización para baja tensión y telecomunicaciones, según Memoria valorada redactada por los arquitectos Srs. D. Diego Albajar Viñuales y Roberto Parra Larramona",['45233140.0'],https://contrataciondelestado.es/wps/wcm/connect/fbd30413-1082-45d6-9f08-bf36a813f16d/DOC20180828192951Prescripciones+Tecnicas+y+Administrativas.pdf?MOD=AJPERES,urbanizar tramo urbano bielso   confluencia calle barrós sorripa   pavimento   red saneamiento abastecimiento obsoleto zona   m   incluir canalización bajo tensión telecomunicación   según memoria valorado redactado arquitecto srs   d diego albajar viñual roberto parra larramonar,"urbanizar tramo urbano en bielsa, confluencia entre calles barrosa y sorripas, el pavimento, y las redes de saneamiento y abastecimiento ya obsoletos en zona de 170 m2, incluyendo canalización para baja tensión y telecomunicaciones, según memoria valorada redactada por los arquitectos srs. d. diego albajar viñuales y roberto parra larramona"
75,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_30.atom,443,"Asistencia integral, técnica y económica, de los viajes (desplazamiento, alojamiento y manutención) a Cáceres de algunos de los artistias que van a participar en el programa de artes visuales y creación contemporánea Cáceres Abierto, necesarios para la conceptualización de sus proyectos artísticos.",['63510000.0'],https://contrataciondelestado.es/wps/wcm/connect/640cd536-6afd-4435-8746-633e5fee7e9a/DOC20180903183627PCAP_GE183B120965.pdf?MOD=AJPERES,asistencia integral   técnica económico   viaje   desplazamiento   alojamiento manutención   cácer artistia ir participar programa art visual creación contemporáneo cácer abierto   necesario conceptualización proyecto artístico,"asistencia integral, técnica y económica, de los viajes (desplazamiento, alojamiento y manutención) a cáceres de algunos de los artistias que van a participar en el programa de artes visuales y creación contemporánea cáceres abierto, necesarios para la conceptualización de sus proyectos artísticos."
76,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_28.atom,426,"Servicio de producción artística (reproducción de obras y documentos), alquiler de medios técnicos para la reproducción de audios y archivos de video y enmarcado de obras de arte y documentos que se presentarán en la exposición ""Quico Rivas"" en el Espacio Santa Clara ",['79950000.0'],https://contrataciondelestado.es/wps/wcm/connect/262fab92-a6f6-4b38-a039-21eb13633260/DOC20180725130203Condiciones+administrativas.pdf?MOD=AJPERES,servicio producción artístico   reproducción obra documento    alquiler medio técnico reproducción audio archivo video enmarcado obra arte documento presentar exposición   quico riva   espacio santa claro,"servicio de producción artística (reproducción de obras y documentos), alquiler de medios técnicos para la reproducción de audios y archivos de video y enmarcado de obras de arte y documentos que se presentarán en la exposición ""quico rivas"" en el espacio santa clara "
77,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_27.atom,444,"El objeto de este expediente es la contratación de las obras necesarias para la reparación de
la tubería (enterrada) general de saneamiento de aguas fecales en el tramo que discurre por
el pasillo de lavandería del Complejo Asistencial de Segovia (en lo sucesivo CASE).","['[45232400, 45232440]']",https://contrataciondelestado.es/wps/wcm/connect/2d5a7e95-f760-4fcb-ba52-f5dba8ef4d4d/DOC20180925150815PCAP.pdf?MOD=AJPERES,objeto expediente contratación obra necesario reparación tubeer   enterrado   general saneamiento agua fecal tramo discurre pasillo lavandeer complejo asistencial segovia   sucesivo casar  ,"el objeto de este expediente es la contratación de las obras necesarias para la reparación de
la tubería (enterrada) general de saneamiento de aguas fecales en el tramo que discurre por
el pasillo de lavandería del complejo asistencial de segovia (en lo sucesivo case)."
78,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_25.atom,431,"Suministro de materiales para los Centros de Servicios Sociales, Centro Social Polivalente ""Hogar Virgen de los Reyes"" y otras dependencias adscritas al Área de Bienestar Social y Empleo, Dirección General de Acción Social.",['31680000.0'],https://contrataciondelestado.es/wps/wcm/connect/75c6a6d9-34c8-4f0d-ba80-cdb0118334b0/DOC20180724125228CA.pdf?MOD=AJPERES,suministro material centro servicio social   centro social polivalente   hogar virgen reyes   dependenciar adscrito área bienestar social empleo   dirección general acción social,"suministro de materiales para los centros de servicios sociales, centro social polivalente ""hogar virgen de los reyes"" y otras dependencias adscritas al área de bienestar social y empleo, dirección general de acción social."
79,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_20.atom,204,"Servicio para la organización de las actividades deportivas a realizar por la Dirección General de Deportes de la Junta de Extremadura y el Ayuntamiento de Olivenza, en el marco del proyecto de cooperación transfronteriza Interreg V-A, ""Rutas y desarrollo cultural del Lago de Alqueva (0394_RDC_LA2020_4_P)""",['92600000.0'],https://contrataciondelestado.es/wps/wcm/connect/ef81b933-7063-4ed7-8698-9dc82bc3c139/DOC20181004083905PCAP.pdf?MOD=AJPERES,servicio organización actividad deportivo realizar dirección general deporte junto extremadura ayuntamiento olivenza   marco proyecto cooperación transfronterizo interreg ir    ruta desarrollo cultural lago alqueir   rdclap  ,"servicio para la organización de las actividades deportivas a realizar por la dirección general de deportes de la junta de extremadura y el ayuntamiento de olivenza, en el marco del proyecto de cooperación transfronteriza interreg v-a, ""rutas y desarrollo cultural del lago de alqueva (0394_rdc_la2020_4_p)"""
80,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_18.atom,408,Suministro con instalación de los siguientes elementos para el equipamiento y control de la luminosidad de las instalaciones de la Casa Fabiola donde se haya ubicada la Colección Bellver: un toldo plano-vela y diez estores,['39522100.0'],https://contrataciondelestado.es/wps/wcm/connect/3fda6381-e4c4-4483-98f7-011c1dce031b/DOC20180926090532Condiciones+Admvas+suministro+Toldo+y+Stores+Fabiola.pdf?MOD=AJPERES,suministro instalación siguiente elemento equipamiento control luminosidad instalaciones casa fabiolo ubicado colección bellver   toldo planovelar diez estor,suministro con instalación de los siguientes elementos para el equipamiento y control de la luminosidad de las instalaciones de la casa fabiola donde se haya ubicada la colección bellver: un toldo plano-vela y diez estores
81,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_18.atom,272,"Corrección de errores de superficie, tanto de suelo como de construcción, modificando la cartografía y grabando convenientemente en la base de datos alfanumérica, en fincas de diversos municipios de la provincia de Lleida (05UR18252)",['71354300.0'],https://contrataciondelestado.es/wps/wcm/connect/756a9e30-b9df-497b-b93b-78ac7c3b0c33/DOC20180926125501Acuerdo+de+inicio+2018-11+05UR18252+firmado+.pdf?MOD=AJPERES,corrección error superficie   suelo construcción   modificar cartografía grabar convenientemente base dato alfanumérico   finca diverso municipio provincia lleido   ur,"corrección de errores de superficie, tanto de suelo como de construcción, modificando la cartografía y grabando convenientemente en la base de datos alfanumérica, en fincas de diversos municipios de la provincia de lleida (05ur18252)"
82,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_18.atom,264,Trabajos de apoyo a la modificación cartográfica de los deslindes de término municipal aprobados por la Direcció General d’Administracio Local del Departament de Governació i Relacions Institucionals de la Generalitat de Catalunya (06UR18252).,['71354300.0'],https://contrataciondelestado.es/wps/wcm/connect/2544cf16-c568-4b42-b8c3-d62b7255de44/DOC20180926125604Acuerdo+de+inicio+firmado+2018-12+06UR18252.pdf?MOD=AJPERES,trabajo apoyo modificación cartográfico deslindes término municipal aprobado direcceír general d   administracio local departament governació i relacions institucionals generalitat catalunya   ur  ,trabajos de apoyo a la modificación cartográfica de los deslindes de término municipal aprobados por la direcció general d’administracio local del departament de governació i relacions institucionals de la generalitat de catalunya (06ur18252).
83,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_14.atom,163,"Organización de las Actividades Deportivas a realizar por la D.G. de Deportes de la Junta de Extremadura en la localidad Valencia de Alcántara en el marco del Proyecto de Cooperación Transfronteriza Interreg V-A, Tajo Internacional (0068_REDTI_4_E)",['92600000.0'],https://contrataciondelestado.es/wps/wcm/connect/9721e0e8-fb4d-4074-84ec-7baaf83da39b/DOC20181005134205CONDICIONES+PERFIL+Y+ANEXOS.pdf?MOD=AJPERES,organización actividad deportivo realizar dg   deporte junto extremaduro localidad valencia alcántara marco proyecto cooperación transfronterizo interreg ir   tajo internacional   redtie,"organización de las actividades deportivas a realizar por la d.g. de deportes de la junta de extremadura en la localidad valencia de alcántara en el marco del proyecto de cooperación transfronteriza interreg v-a, tajo internacional (0068_redti_4_e)"
84,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_13.atom,164,"Trabajos de embalaje, transporte, montaje y desmontaje de material expositivo para la muestra denominada ""Del Lino al Lienzo"", que tendrá lugar en la Sala del Archivo Histórico (Palacio de Moctezuma en Cáceres).",['79950000.0'],https://contrataciondelestado.es/wps/wcm/connect/4dfdea21-2661-47ab-b4e1-113c4447b9fa/DOC20180920141641PCAP.pdf?MOD=AJPERES,trabajo embalaje   transporte   montaje desmontaje material expositivo mostrar denominado   lino lienzo    lugar sala archivo histórico   palacio moctezuma cácer  ,"trabajos de embalaje, transporte, montaje y desmontaje de material expositivo para la muestra denominada ""del lino al lienzo"", que tendrá lugar en la sala del archivo histórico (palacio de moctezuma en cáceres)."
85,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_12.atom,383,Asistencia técnica para los trabajos de actualización de las bases de datos catastrales gráfica y alfanumérica correspondientes a las parcelas resultantes de las concentraciones parcelarias realizadas en la zona regable del municipio de Agramunt (07RU18252).,['71354300.0'],https://contrataciondelestado.es/wps/wcm/connect/20c34248-37c9-42e4-8004-4df9ddd6e40d/DOC20180928100856Acuerdo+de+aprobacion+del+gasto+expediente+2018-13+07RU18252.pdf?MOD=AJPERES,asistencia técnico trabajo actualización base dato catastral gráfico alfanumérico correspondiente parcela resultante concentración parcelaria realizado zona regable municipio agramunt   ru  ,asistencia técnica para los trabajos de actualización de las bases de datos catastrales gráfica y alfanumérica correspondientes a las parcelas resultantes de las concentraciones parcelarias realizadas en la zona regable del municipio de agramunt (07ru18252).
86,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_9.atom,112,"1.000 bolígrafos puntero táctil, metalizados, a. miró, grabado con el logo de la comarca a láser. entregados en estuche negro individual.
1.000 abanicos de madera, blanco, calado, de 23cm. serigrafiado en varilla con logo de la comarca, de 33-34 varillas, entregado en estuche cartón  ó similar individual.","['[31000000, 22462000, 30192121]']",https://contrataciondelestado.es/wps/wcm/connect/8ee3655e-98d4-44d5-b54b-772cf0fa18ef/DOC20180905162718pliegos+clausulas+adtvas+y+tecnicas++EXPEDIENTE+1814+2018.pdf?MOD=AJPERES,  bolígrafo puntero táctil   metalizado   mirar   grabado logo comarcar láser   entregado estuche negro individual    abanico madera   blanco   calado   cm   serigrafiar varilla logo comarca    varilla   entregar estuche cartón ó similar individual,"1.000 bolígrafos puntero táctil, metalizados, a. miró, grabado con el logo de la comarca a láser. entregados en estuche negro individual.
1.000 abanicos de madera, blanco, calado, de 23cm. serigrafiado en varilla con logo de la comarca, de 33-34 varillas, entregado en estuche cartón  ó similar individual."
87,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_6.atom,406,"Coorganización del congreso de educación en democracia activa que incluye: la organización general in-situ de los pormenores protocolarios del congreso, la estancia y manutención de los ponentes del congreso, tres coffe-break para los asistentes, que coorganiza la Diputación Provincial de Zaragoza junto con el Ayuntamiento de Jaraba","['[98300000, 98000000]']",https://contrataciondelestado.es/wps/wcm/connect/2979065f-a3dd-486b-9f25-ddd4db9eb598/DOC20181010114718congreso+Jaraba+2.pdf?MOD=AJPERES,coorganización congreso educación democracia activo incluir   organización general insitu pormenor protocolario congreso   estancia manutención ponent congreso   tres coffebreak asistente   coorganizar diputación provincial zaragozo junto ayuntamiento jarar,"coorganización del congreso de educación en democracia activa que incluye: la organización general in-situ de los pormenores protocolarios del congreso, la estancia y manutención de los ponentes del congreso, tres coffe-break para los asistentes, que coorganiza la diputación provincial de zaragoza junto con el ayuntamiento de jaraba"
88,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_6.atom,238,"realización de los servicios de fotocomposición, fotomecánica e impresión de material gráfico para el desarrollo de actividades
socioculturales de participación ciudadana organizadas por la Coordinación General de Distritos, Participación Ciudadana, Educación y Edificios Municipales",['79811000.0'],https://contrataciondelestado.es/wps/wcm/connect/2ddeeac9-b277-4d8e-a95f-3af0cf0531a8/DOC20180905135618CONDICIONES_ADMINISTRATIVAS.pdf?MOD=AJPERES,realización servicio fotocomposición   fotomecánico impresión material gráfico desarrollo actividad sociocultural participación ciudadano organizado coordinación general distrito   participación ciudadano   educación edificio municipal,"realización de los servicios de fotocomposición, fotomecánica e impresión de material gráfico para el desarrollo de actividades
socioculturales de participación ciudadana organizadas por la coordinación general de distritos, participación ciudadana, educación y edificios municipales"
89,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_4.atom,346,"Servicio para identificación, selección y programación de acciones experimentales, así como la determinación de estándares de calidad mediante empresas especializadas en aspectos organizativos, en el marco del Proyecto de Cooperación Transfronteriza Interreg V-A, ""Euroace Sport: deporte y naturaleza en la Euroace"".",['79411000.0'],https://contrataciondelestado.es/wps/wcm/connect/0e9d60a4-7063-46ed-b19d-45dd09afb93f/DOC20181011122137PCAP.pdf?MOD=AJPERES,servicio identificación   selección programación acción experimental   así determinación estándar calidad mediante empresa especializado aspecto organizativo   marco proyecto cooperación transfronterizo interreg ir    euroacir sport   deporte naturaleza euroacir  ,"servicio para identificación, selección y programación de acciones experimentales, así como la determinación de estándares de calidad mediante empresas especializadas en aspectos organizativos, en el marco del proyecto de cooperación transfronteriza interreg v-a, ""euroace sport: deporte y naturaleza en la euroace""."
90,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_4.atom,301,"Servicio para la organización del intercambio deportivo hispano luso en el medio natural lago de alqueva a realizar por la Dirección General de Deportes de la Junta de Extremadura en la localidad de Villanueva del Fresno, en el marco del Proyecto de Cooperación Transfronteriza Interreg V-A, “Rutas y desarrollo cultural del Lago de Alqueva (0394_RDC_ LA2020_4_P)""!",['92000000.0'],https://contrataciondelestado.es/wps/wcm/connect/d380dd1b-88b3-4ea9-8062-2e788ba60f7e/DOC20181016102353Condiciones_perfil_anexos_perfil_unidos.pdf?MOD=AJPERES,servicio organización intercambio deportivo hispano luso medio natural lago alqueir realizar dirección general deporte junto extremaduro localidad villanuevo fresno   marco proyecto cooperación transfronterizo interreg ir    ruta desarrollo cultural lago alqueir   rdc lap   ,"servicio para la organización del intercambio deportivo hispano luso en el medio natural lago de alqueva a realizar por la dirección general de deportes de la junta de extremadura en la localidad de villanueva del fresno, en el marco del proyecto de cooperación transfronteriza interreg v-a, “rutas y desarrollo cultural del lago de alqueva (0394_rdc_ la2020_4_p)""!"
91,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_2.atom,477,"Suministro de relés, manómetros, interruptores, bombas dosificadoras y otros repuestos de plantas de osmosis no incluidas en el escandallo para Buques de la Armada desplegados en OMP (NRFN).- EXP 2687-18",['42996000.0'],https://contrataciondelestado.es/wps/wcm/connect/15e32073-b671-4928-8164-547cb6413c1a/DOC20181002165031FAS-19244241.PDF?MOD=AJPERES,suministro relés   manómetro   interruptor   bomba dosificadora repuesto planta osmosis incluidar escandallo buque armado desplegado omp   nrfn    exp,"suministro de relés, manómetros, interruptores, bombas dosificadoras y otros repuestos de plantas de osmosis no incluidas en el escandallo para buques de la armada desplegados en omp (nrfn).- exp 2687-18"
92,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_1.atom,392,Realizar todas las tareas necesarias para la elaboración de una Evaluación Independiente de Seguridad (ISA)  que audite las actuaciones que se llevarán a cabo en el proyecto de modificación de la red de transporte de señalización ferroviaria. ,['71631000.0'],https://contrataciondelestado.es/wps/wcm/connect/8647a07d-51b7-4fc8-b950-ea954ab2e2b0/DOC20180710110131MEMORIA+JUSTIFICATIVA+CME38-18.pdf?MOD=AJPERES,realizar todo tarea necesario elaboración evaluación independiente seguridad   isa   audite actuación llevar cabo proyecto modificación red transporte señalización ferroviario,realizar todas las tareas necesarias para la elaboración de una evaluación independiente de seguridad (isa)  que audite las actuaciones que se llevarán a cabo en el proyecto de modificación de la red de transporte de señalización ferroviaria. 
93,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_44.atom,330,"Edición, impresión y encuadernación del número 12 de una publicación de la serie ""Memorias"", que se engloba dentro de las actuaciones de difusión del patrimonio culñtural llevadas a cabo por el Museo de Cáceres.",['79971000.0'],https://contrataciondelestado.es/wps/wcm/connect/5f610014-8c65-418d-b1ef-ddd539af21f1/DOC20181005121606Solicitud+oferta.pdf?MOD=AJPERES,edición   impresión encuadernación número   publicación serie   memoria    englobar dentro actuación difusión patrimonio culñtural llevadas cabo museo cácer,"edición, impresión y encuadernación del número 12 de una publicación de la serie ""memorias"", que se engloba dentro de las actuaciones de difusión del patrimonio culñtural llevadas a cabo por el museo de cáceres."
94,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_43.atom,69,"Informe del estado de implantación de sistemas de depósito, devolución y retorno, SSDR, de residuos domésticos y comerciales en el entorno europeo y propuestas de iniciativas susceptibles de ser implantadas en Aragón",['90721000.0'],https://contrataciondelestado.es/wps/wcm/connect/43d8a1d2-a545-45bd-8a59-b3c56144c532/DOC20180726113407MEMORIA+ADMINISTRATIVA.pdf?MOD=AJPERES,informir implantación sistema depósito   devolución retorno   ssdr   residuo doméstico comercial entorno europeo propuesta iniciativo susceptible ser implantar aragón,"informe del estado de implantación de sistemas de depósito, devolución y retorno, ssdr, de residuos domésticos y comerciales en el entorno europeo y propuestas de iniciativas susceptibles de ser implantadas en aragón"
95,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_42.atom,163,"Contratación del servicio de diseño, montaje, aportación de material, mantenimiento y desmontaje de stands accesibles para la promoción de productos extremeños en Biocultura 2018, integrando medidas sociales y ambientales.",['79950000.0'],https://contrataciondelestado.es/wps/wcm/connect/223baef5-d74d-40bb-9146-140c58a4c3f3/DOC20181017151439EASP18+109+PCAP+DEF.pdf?MOD=AJPERES,contratación servicio diseño   montaje   aportación material   mantenimiento desmontaje stands accesibl promoción producto extremeño bioculturar    integrar medida social ambiental,"contratación del servicio de diseño, montaje, aportación de material, mantenimiento y desmontaje de stands accesibles para la promoción de productos extremeños en biocultura 2018, integrando medidas sociales y ambientales."
96,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_37.atom,432,"Servicios de Dirección de Obra, Coordinación de Seguridad y Salud y Responsable del Contrato de las Obras de Nueva Canalización y Tendido de Nueva Línea de Baja Tensión desde Calle Santos Zárate hasta Calle Dolores R. Sopeña (Almería)",['71240000.0'],https://contrataciondelestado.es/wps/wcm/connect/dd0d07f7-1014-4309-881d-e42daa7ec75d/DOC20181011091140Anuncio+Contrato+Menor.pdf?MOD=AJPERES,servicio dirección obra   coordinación seguridad salud responsable contrato obra nuevo canalización tendido nuevo línea bajo tensión calle santos zárate calle dolor r sopeño   almeer,"servicios de dirección de obra, coordinación de seguridad y salud y responsable del contrato de las obras de nueva canalización y tendido de nueva línea de baja tensión desde calle santos zárate hasta calle dolores r. sopeña (almería)"
97,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_30.atom,488,"El presente pliego tiene como objetivo definir las características técnicas que han de regir la contratación de un servicio de prevención y vigilancia de la salud anual para la Agencia Provincial de la Energía de Córdoba, durante el periodo comprendido entre el 16-11-18 y el 15-11-19. La necesidad a satisfacer es dar cumplimiento a lo establecido en la Ley 31/1995 de 8 de noviembre, de prevención de los Riesgos Laborales.",['71317200.0'],https://contrataciondelestado.es/wps/wcm/connect/0b9890dd-4923-4dbf-abea-58dde24caae1/DOC20181018093845CARACTERISTICAS+DE+LA+CONTRATACION.pdf?MOD=AJPERES,presente pliego objetivo definir característica técnico regir contratación servicio prevención vigilancia salud anual agencia provincial energía córdobo   periodo comprendido     necesidad satisfacer dar cumplimiento establecido ley     prevención riesgo laboral,"el presente pliego tiene como objetivo definir las características técnicas que han de regir la contratación de un servicio de prevención y vigilancia de la salud anual para la agencia provincial de la energía de córdoba, durante el periodo comprendido entre el 16-11-18 y el 15-11-19. la necesidad a satisfacer es dar cumplimiento a lo establecido en la ley 31/1995 de 8 de noviembre, de prevención de los riesgos laborales."
98,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_28.atom,358,Contratación menor del Servicio de Gestión e Impartición de 3 seminarios de Formación para Empresas sobre Comercialización y Estrategias de Marketing en el Marco del Proyecto POCTEP PRODEHESA Y MONTADO,['80500000.0'],https://contrataciondelestado.es/wps/wcm/connect/23e83721-85bf-40c0-b776-cb9a0745d0c3/DOC20181019140159EASP18+108+PCAP.pdf?MOD=AJPERES,contratación menor servicio gestión impartición   seminario formación empresa comercialización estrategia marketing marco proyecto poctep prodehés montado,contratación menor del servicio de gestión e impartición de 3 seminarios de formación para empresas sobre comercialización y estrategias de marketing en el marco del proyecto poctep prodehesa y montado
99,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_171922_27.atom,309, Contratación del servicio de implementación de medidas de apoyo a los productores locales del Ayuntamiento de Lalín cofonanciado en un 80% por FODOS FEDER en el marco del programa operativo de crecimiento sostenible (POCS)2004-2020,"['[79950000, 79952000, 79960000]']",https://contrataciondelestado.es/wps/wcm/connect/3e82f528-1516-436e-87bd-58d29d3161ba/DOC20181026140029CONDICIONES+DE+EJECUCION.pdf?MOD=AJPERES,contratación servicio implementación medida apoyo productor local ayuntamiento lalín cofonanciado    fodo feder marco programa operativo crecimiento sostenible   pocs  , contratación del servicio de implementación de medidas de apoyo a los productores locales del ayuntamiento de lalín cofonanciado en un 80% por fodos feder en el marco del programa operativo de crecimiento sostenible (pocs)2004-2020
